NOME: Abreu e Lima; Código do Município: 2600054; Gentílico: abreu-limense; Prefeito: MARCOS JOSÉ DA SILVA;  --  ABA POPULAÇÃO; POPULAÇÃO: 99.622 pessoas  ; populacao_no_ultimo_censo_2010: 94.429 pessoas  ; densidade_demografica_2010: 748,29 hab/km²  ;  -- aba trabalho e rendimento; salario_medio_mensal_dos_trabalhadores_formais_2016: 1,9 salários mínimos  ; pessoal_ocupado_2016: 11.780 pessoas  ; populacao_ocupada_2016: 11,9 %  ; percentual_da_populacao_per_capita: 43,3 %  ;  -- aba educacao educacao; taxa_de_escolarizacao_de_6_14_idade_2010: 97,2 %  ; IDEB_anos_iniciais_2015: 4,3  ; IDEB_anos_finais_2015: 3,5  ; matriculas_fundamental_2017: 12.707 matrículas  ; matriculas_medio_2017: 3.317 matrículas  ; docentes_fundamental_2015: docentes  ; docentes_medio_2017: 216 docentes  ; numero_estabelecimentos_ensino_fundamental_2017: 68 escolas  ; numero_estabelecimentos_ensino_medio_2017: 13 escolas  ;  -- aba economia; pib_per_capita_2016: 14.390,40 R$  ; receitas_fontes_externas_2015: 89,3 %  ; idhm_2010: 0,679  ; receitas_realizadas_2017: 154.773,90 R$ (×1000)  ; despesas_empenhadas_2017: 150.392,49 R$ (×1000)  ; -- saude saude; mortalidade_infantil_2014: 15,74 óbitos por mil nascidos vivos  ; internacoes_diarreia_2016: 0,5 internações por mil habitantes  ; estabelecimentos_sus_2009: 31 estabelecimentos  ; -- territorio e ambiente; unidade_territorial_2017: 126,193 km²  ; sanitario_adequado_2010: 44,8 %  ; vias_publicas_2010: 24,1 %  ; Urbanização_publicas_2010: 6,9 %  
NOME: Araçoiaba; Código do Município: 2601052; Gentílico: araçoiabense; Prefeito: JOAMY ALVES DE OLIVEIRA;  --  ABA POPULAÇÃO; POPULAÇÃO: 20.312 pessoas  ; populacao_no_ultimo_censo_2010: 18.156 pessoas  ; densidade_demografica_2010: 188,38 hab/km²  ;  -- aba trabalho e rendimento; salario_medio_mensal_dos_trabalhadores_formais_2016: 1,7 salários mínimos  ; pessoal_ocupado_2016: 1.214 pessoas  ; populacao_ocupada_2016: 6,1 %  ; percentual_da_populacao_per_capita: 50,9 %  ;  -- aba educacao educacao; taxa_de_escolarizacao_de_6_14_idade_2010: 97 %  ; IDEB_anos_iniciais_2015: 4,2  ; IDEB_anos_finais_2015: 3,7  ; matriculas_fundamental_2017: 3.173 matrículas  ; matriculas_medio_2017: 712 matrículas  ; docentes_fundamental_2015: docentes  ; docentes_medio_2017: 24 docentes  ; numero_estabelecimentos_ensino_fundamental_2017: 13 escolas  ; numero_estabelecimentos_ensino_medio_2017: 1 escolas  ;  -- aba economia; pib_per_capita_2016: 6.414,12 R$  ; receitas_fontes_externas_2015: 89,9 %  ; idhm_2010: 0,592  ; receitas_realizadas_2017: 42.647,84 R$ (×1000)  ; despesas_empenhadas_2017: 39.742,10 R$ (×1000)  ; -- saude saude; mortalidade_infantil_2014: 12,74 óbitos por mil nascidos vivos  ; internacoes_diarreia_2016: 0,3 internações por mil habitantes  ; estabelecimentos_sus_2009: 9 estabelecimentos  ; -- territorio e ambiente; unidade_territorial_2017: 96,381 km²  ; sanitario_adequado_2010: 9,3 %  ; vias_publicas_2010: 60 %  ; Urbanização_publicas_2010: 13,6 %  
NOME: Araripina; Código do Município: 2601102; Gentílico: araripinense; Prefeito: JOSÉ RAIMUNDO PIMENTEL DO ESPIRITO SANTO;  --  ABA POPULAÇÃO; POPULAÇÃO: 83.964 pessoas  ; populacao_no_ultimo_censo_2010: 77.302 pessoas  ; densidade_demografica_2010: 40,84 hab/km²  ;  -- aba trabalho e rendimento; salario_medio_mensal_dos_trabalhadores_formais_2016: 1,8 salários mínimos  ; pessoal_ocupado_2016: 7.616 pessoas  ; populacao_ocupada_2016: 9,1 %  ; percentual_da_populacao_per_capita: 49 %  ;  -- aba educacao educacao; taxa_de_escolarizacao_de_6_14_idade_2010: 95,2 %  ; IDEB_anos_iniciais_2015: 4,2  ; IDEB_anos_finais_2015: 3,8  ; matriculas_fundamental_2017: 14.350 matrículas  ; matriculas_medio_2017: 3.110 matrículas  ; docentes_fundamental_2015: docentes  ; docentes_medio_2017: 221 docentes  ; numero_estabelecimentos_ensino_fundamental_2017: 104 escolas  ; numero_estabelecimentos_ensino_medio_2017: 15 escolas  ;  -- aba economia; pib_per_capita_2016: 9.445,33 R$  ; receitas_fontes_externas_2015: 82,6 %  ; idhm_2010: 0,602  ; receitas_realizadas_2017: 161.988,93 R$ (×1000)  ; despesas_empenhadas_2017: 154.891,64 R$ (×1000)  ; -- saude saude; mortalidade_infantil_2014: 17,59 óbitos por mil nascidos vivos  ; internacoes_diarreia_2016: 6,9 internações por mil habitantes  ; estabelecimentos_sus_2009: 29 estabelecimentos  ; -- territorio e ambiente; unidade_territorial_2017: 2.037,387 km²  ; sanitario_adequado_2010: 45,6 %  ; vias_publicas_2010: 68,4 %  ; Urbanização_publicas_2010: 1,1 %  
NOME: Arcoverde; Código do Município: 2601201; Gentílico: arcoverdense; Prefeito: MARIA MADALENA SANTOS DE BRITTO;  --  ABA POPULAÇÃO; POPULAÇÃO: 73.844 pessoas  ; populacao_no_ultimo_censo_2010: 68.793 pessoas  ; densidade_demografica_2010: 196,05 hab/km²  ;  -- aba trabalho e rendimento; salario_medio_mensal_dos_trabalhadores_formais_2016: 1,7 salários mínimos  ; pessoal_ocupado_2016: 9.769 pessoas  ; populacao_ocupada_2016: 13,4 %  ; percentual_da_populacao_per_capita: 44,8 %  ;  -- aba educacao educacao; taxa_de_escolarizacao_de_6_14_idade_2010: 97,3 %  ; IDEB_anos_iniciais_2015: 5,1  ; IDEB_anos_finais_2015: 3,9  ; matriculas_fundamental_2017: 11.846 matrículas  ; matriculas_medio_2017: 3.100 matrículas  ; docentes_fundamental_2015: docentes  ; docentes_medio_2017: 174 docentes  ; numero_estabelecimentos_ensino_fundamental_2017: 48 escolas  ; numero_estabelecimentos_ensino_medio_2017: 10 escolas  ;  -- aba economia; pib_per_capita_2016: 12.994,83 R$  ; receitas_fontes_externas_2015: 78,7 %  ; idhm_2010: 0,667  ; receitas_realizadas_2017: 147.298,36 R$ (×1000)  ; despesas_empenhadas_2017: 140.070,55 R$ (×1000)  ; -- saude saude; mortalidade_infantil_2014: 11,23 óbitos por mil nascidos vivos  ; internacoes_diarreia_2016: 1,7 internações por mil habitantes  ; estabelecimentos_sus_2009: 40 estabelecimentos  ; -- territorio e ambiente; unidade_territorial_2017: 323,370 km²  ; sanitario_adequado_2010: 86,4 %  ; vias_publicas_2010: 82,5 %  ; Urbanização_publicas_2010: 4 %  
NOME: Barra de Guabiraba; Código do Município: 2601300; Gentílico: guabirabense; Prefeito: WILSON MADEIRO DA SILVA;  --  ABA POPULAÇÃO; POPULAÇÃO: 14.257 pessoas  ; populacao_no_ultimo_censo_2010: 12.776 pessoas  ; densidade_demografica_2010: 111,43 hab/km²  ;  -- aba trabalho e rendimento; salario_medio_mensal_dos_trabalhadores_formais_2016: 1,3 salários mínimos  ; pessoal_ocupado_2016: 4.576 pessoas  ; populacao_ocupada_2016: 32,5 %  ; percentual_da_populacao_per_capita: 50,3 %  ;  -- aba educacao educacao; taxa_de_escolarizacao_de_6_14_idade_2010: 93,7 %  ; IDEB_anos_iniciais_2015: 4,8  ; IDEB_anos_finais_2015: 4,6  ; matriculas_fundamental_2017: 1.886 matrículas  ; matriculas_medio_2017: 381 matrículas  ; docentes_fundamental_2015: docentes  ; docentes_medio_2017: 15 docentes  ; numero_estabelecimentos_ensino_fundamental_2017: 10 escolas  ; numero_estabelecimentos_ensino_medio_2017: 1 escolas  ;  -- aba economia; pib_per_capita_2016: 6.611,81 R$  ; receitas_fontes_externas_2015: 88,1 %  ; idhm_2010: 0,577  ; receitas_realizadas_2017: 34.559,28 R$ (×1000)  ; despesas_empenhadas_2017: 33.809,47 R$ (×1000)  ; -- saude saude; mortalidade_infantil_2014: 11,98 óbitos por mil nascidos vivos  ; internacoes_diarreia_2016: 0,6 internações por mil habitantes  ; estabelecimentos_sus_2009: 9 estabelecimentos  ; -- territorio e ambiente; unidade_territorial_2017: 120,583 km²  ; sanitario_adequado_2010: 74,5 %  ; vias_publicas_2010: 34,9 %  ; Urbanização_publicas_2010: 15,3 %  
NOME: Barreiros; Código do Município: 2601409; Gentílico: barreirense; Prefeito: ELIMARIO DE MELO FARIAS;  --  ABA POPULAÇÃO; POPULAÇÃO: 42.552 pessoas  ; populacao_no_ultimo_censo_2010: 40.732 pessoas  ; densidade_demografica_2010: 174,54 hab/km²  ;  -- aba trabalho e rendimento; salario_medio_mensal_dos_trabalhadores_formais_2016: 1,7 salários mínimos  ; pessoal_ocupado_2016: 4.381 pessoas  ; populacao_ocupada_2016: 10,3 %  ; percentual_da_populacao_per_capita: 52,1 %  ;  -- aba educacao educacao; taxa_de_escolarizacao_de_6_14_idade_2010: 94,6 %  ; IDEB_anos_iniciais_2015: 3,8  ; IDEB_anos_finais_2015: 3,3  ; matriculas_fundamental_2017: 7.329 matrículas  ; matriculas_medio_2017: 2.244 matrículas  ; docentes_fundamental_2015: docentes  ; docentes_medio_2017: 162 docentes  ; numero_estabelecimentos_ensino_fundamental_2017: 41 escolas  ; numero_estabelecimentos_ensino_medio_2017: 8 escolas  ;  -- aba economia; pib_per_capita_2016: 9.706,18 R$  ; receitas_fontes_externas_2015: 90,9 %  ; idhm_2010: 0,586  ; receitas_realizadas_2017: 88.084,65 R$ (×1000)  ; despesas_empenhadas_2017: 98.862,17 R$ (×1000)  ; -- saude saude; mortalidade_infantil_2014: 14,08 óbitos por mil nascidos vivos  ; internacoes_diarreia_2016: 0,3 internações por mil habitantes  ; estabelecimentos_sus_2009: 13 estabelecimentos  ; -- territorio e ambiente; unidade_territorial_2017: 233,433 km²  ; sanitario_adequado_2010: 44,2 %  ; vias_publicas_2010: 42,9 %  ; Urbanização_publicas_2010: 14 %  
NOME: Belém de Maria; Código do Município: 2601508; Gentílico: belenense; Prefeito: ROLPH EBER CASALE JUNIOR;  --  ABA POPULAÇÃO; POPULAÇÃO: 12.023 pessoas  ; populacao_no_ultimo_censo_2010: 11.353 pessoas  ; densidade_demografica_2010: 153,96 hab/km²  ;  -- aba trabalho e rendimento; salario_medio_mensal_dos_trabalhadores_formais_2016: 1,8 salários mínimos  ; pessoal_ocupado_2016: 527 pessoas  ; populacao_ocupada_2016: 4,4 %  ; percentual_da_populacao_per_capita: 53 %  ;  -- aba educacao educacao; taxa_de_escolarizacao_de_6_14_idade_2010: 98,5 %  ; IDEB_anos_iniciais_2015: 4,4  ; IDEB_anos_finais_2015: 3,8  ; matriculas_fundamental_2017: 1.618 matrículas  ; matriculas_medio_2017: 448 matrículas  ; docentes_fundamental_2015: docentes  ; docentes_medio_2017: 14 docentes  ; numero_estabelecimentos_ensino_fundamental_2017: 11 escolas  ; numero_estabelecimentos_ensino_medio_2017: 1 escolas  ;  -- aba economia; pib_per_capita_2016: 6.030,04 R$  ; receitas_fontes_externas_2015: 97,5 %  ; idhm_2010: 0,578  ; receitas_realizadas_2017: 29.443,90 R$ (×1000)  ; despesas_empenhadas_2017: 27.685,47 R$ (×1000)  ; -- saude saude; mortalidade_infantil_2014: 13,07 óbitos por mil nascidos vivos  ; internacoes_diarreia_2016: 0,3 internações por mil habitantes  ; estabelecimentos_sus_2009: 8 estabelecimentos  ; -- territorio e ambiente; unidade_territorial_2017: 75,142 km²  ; sanitario_adequado_2010: 43,7 %  ; vias_publicas_2010: 55,7 %  ; Urbanização_publicas_2010: 12,8 %  
NOME: Belém do São Francisco; Código do Município: 2601607; Gentílico: belenense; Prefeito: LICINIO ANTONIO LUSTOSA RORIZ;  --  ABA POPULAÇÃO; POPULAÇÃO: 20.728 pessoas  ; populacao_no_ultimo_censo_2010: 20.253 pessoas  ; densidade_demografica_2010: 11,06 hab/km²  ;  -- aba trabalho e rendimento; salario_medio_mensal_dos_trabalhadores_formais_2016: 1,7 salários mínimos  ; pessoal_ocupado_2016: 2.063 pessoas  ; populacao_ocupada_2016: 10,0 %  ; percentual_da_populacao_per_capita: 53,6 %  ;  -- aba educacao educacao; taxa_de_escolarizacao_de_6_14_idade_2010: 97,3 %  ; IDEB_anos_iniciais_2015: 4,7  ; IDEB_anos_finais_2015: 4,6  ; matriculas_fundamental_2017: 3.321 matrículas  ; matriculas_medio_2017: 926 matrículas  ; docentes_fundamental_2015: docentes  ; docentes_medio_2017: 87 docentes  ; numero_estabelecimentos_ensino_fundamental_2017: 26 escolas  ; numero_estabelecimentos_ensino_medio_2017: 6 escolas  ;  -- aba economia; pib_per_capita_2016: 9.107,80 R$  ; receitas_fontes_externas_2015: 89 %  ; idhm_2010: 0,642  ; receitas_realizadas_2017: 51.511,48 R$ (×1000)  ; despesas_empenhadas_2017: 53.037,47 R$ (×1000)  ; -- saude saude; mortalidade_infantil_2014: 33,99 óbitos por mil nascidos vivos  ; internacoes_diarreia_2016: 5,2 internações por mil habitantes  ; estabelecimentos_sus_2009: 9 estabelecimentos  ; -- territorio e ambiente; unidade_territorial_2017: 1.830,797 km²  ; sanitario_adequado_2010: 42,6 %  ; vias_publicas_2010: 77,6 %  ; Urbanização_publicas_2010: 5,1 %  
NOME: Belo Jardim; Código do Município: 2601706; Gentílico: belo-jardinense; Prefeito: FRANCISCO HÉLIO DE MELO SANTOS;  --  ABA POPULAÇÃO; POPULAÇÃO: 76.185 pessoas  ; populacao_no_ultimo_censo_2010: 72.432 pessoas  ; densidade_demografica_2010: 111,83 hab/km²  ;  -- aba trabalho e rendimento; salario_medio_mensal_dos_trabalhadores_formais_2016: 2,0 salários mínimos  ; pessoal_ocupado_2016: 10.964 pessoas  ; populacao_ocupada_2016: 14,5 %  ; percentual_da_populacao_per_capita: 44,6 %  ;  -- aba educacao educacao; taxa_de_escolarizacao_de_6_14_idade_2010: 97,1 %  ; IDEB_anos_iniciais_2015: 4,5  ; IDEB_anos_finais_2015: 3,6  ; matriculas_fundamental_2017: 11.837 matrículas  ; matriculas_medio_2017: 3.440 matrículas  ; docentes_fundamental_2015: docentes  ; docentes_medio_2017: 194 docentes  ; numero_estabelecimentos_ensino_fundamental_2017: 77 escolas  ; numero_estabelecimentos_ensino_medio_2017: 10 escolas  ;  -- aba economia; pib_per_capita_2016: 20.703,79 R$  ; receitas_fontes_externas_2015: 78,8 %  ; idhm_2010: 0,629  ; receitas_realizadas_2017: 178.709,72 R$ (×1000)  ; despesas_empenhadas_2017: 157.963,60 R$ (×1000)  ; -- saude saude; mortalidade_infantil_2014: 9,24 óbitos por mil nascidos vivos  ; internacoes_diarreia_2016: 0,6 internações por mil habitantes  ; estabelecimentos_sus_2009: 25 estabelecimentos  ; -- territorio e ambiente; unidade_territorial_2017: 647,697 km²  ; sanitario_adequado_2010: 70,8 %  ; vias_publicas_2010: 68,1 %  ; Urbanização_publicas_2010: 7,5 %  
NOME: Betânia; Código do Município: 2601805; Gentílico: betaniense; Prefeito: MÁRIO GOMES FLÔR FILHO;  --  ABA POPULAÇÃO; POPULAÇÃO: 12.671 pessoas  ; populacao_no_ultimo_censo_2010: 12.003 pessoas  ; densidade_demografica_2010: 9,65 hab/km²  ;  -- aba trabalho e rendimento; salario_medio_mensal_dos_trabalhadores_formais_2016: 1,8 salários mínimos  ; pessoal_ocupado_2016: 511 pessoas  ; populacao_ocupada_2016: 4,1 %  ; percentual_da_populacao_per_capita: 52,9 %  ;  -- aba educacao educacao; taxa_de_escolarizacao_de_6_14_idade_2010: 93,8 %  ; IDEB_anos_iniciais_2015: 5  ; IDEB_anos_finais_2015: 3  ; matriculas_fundamental_2017: 1.923 matrículas  ; matriculas_medio_2017: 412 matrículas  ; docentes_fundamental_2015: docentes  ; docentes_medio_2017: 14 docentes  ; numero_estabelecimentos_ensino_fundamental_2017: 19 escolas  ; numero_estabelecimentos_ensino_medio_2017: 1 escolas  ;  -- aba economia; pib_per_capita_2016: 5.700,24 R$  ; receitas_fontes_externas_2015: 94,9 %  ; idhm_2010: 0,559  ; receitas_realizadas_2017: 33.228,17 R$ (×1000)  ; despesas_empenhadas_2017: 30.390,38 R$ (×1000)  ; -- saude saude; mortalidade_infantil_2014: 10,58 óbitos por mil nascidos vivos  ; internacoes_diarreia_2016: 0,7 internações por mil habitantes  ; estabelecimentos_sus_2009: 11 estabelecimentos  ; -- territorio e ambiente; unidade_territorial_2017: 1.244,074 km²  ; sanitario_adequado_2010: 32,8 %  ; vias_publicas_2010: 97,9 %  ; Urbanização_publicas_2010: 0,1 %  
NOME: Bezerros; Código do Município: 2601904; Gentílico: bezerrense; Prefeito: SEVERINO OTÁVIO RAPOSO MONTEIRO;  --  ABA POPULAÇÃO; POPULAÇÃO: 60.714 pessoas  ; populacao_no_ultimo_censo_2010: 58.668 pessoas  ; densidade_demografica_2010: 119,53 hab/km²  ;  -- aba trabalho e rendimento; salario_medio_mensal_dos_trabalhadores_formais_2016: 1,4 salários mínimos  ; pessoal_ocupado_2016: 16.343 pessoas  ; populacao_ocupada_2016: 27,0 %  ; percentual_da_populacao_per_capita: 46,8 %  ;  -- aba educacao educacao; taxa_de_escolarizacao_de_6_14_idade_2010: 95,9 %  ; IDEB_anos_iniciais_2015: 5,7  ; IDEB_anos_finais_2015: 4,6  ; matriculas_fundamental_2017: 8.075 matrículas  ; matriculas_medio_2017: 2.235 matrículas  ; docentes_fundamental_2015: docentes  ; docentes_medio_2017: 116 docentes  ; numero_estabelecimentos_ensino_fundamental_2017: 53 escolas  ; numero_estabelecimentos_ensino_medio_2017: 7 escolas  ;  -- aba economia; pib_per_capita_2016: 10.629,51 R$  ; receitas_fontes_externas_2015: 82,7 %  ; idhm_2010: 0,606  ; receitas_realizadas_2017: 111.289,24 R$ (×1000)  ; despesas_empenhadas_2017: 124.512,98 R$ (×1000)  ; -- saude saude; mortalidade_infantil_2014: 14,44 óbitos por mil nascidos vivos  ; internacoes_diarreia_2016: 0,2 internações por mil habitantes  ; estabelecimentos_sus_2009: 23 estabelecimentos  ; -- territorio e ambiente; unidade_territorial_2017: 492,632 km²  ; sanitario_adequado_2010: 73 %  ; vias_publicas_2010: 18,8 %  ; Urbanização_publicas_2010: 1,3 %  
NOME: Bodocó; Código do Município: 2602001; Gentílico: bodocense; Prefeito: TULIO ALVES ALCANTARA;  --  ABA POPULAÇÃO; POPULAÇÃO: 37.909 pessoas  ; populacao_no_ultimo_censo_2010: 35.158 pessoas  ; densidade_demografica_2010: 21,75 hab/km²  ;  -- aba trabalho e rendimento; salario_medio_mensal_dos_trabalhadores_formais_2016: 1,6 salários mínimos  ; pessoal_ocupado_2016: 1.724 pessoas  ; populacao_ocupada_2016: 4,6 %  ; percentual_da_populacao_per_capita: 53,4 %  ;  -- aba educacao educacao; taxa_de_escolarizacao_de_6_14_idade_2010: 95,7 %  ; IDEB_anos_iniciais_2015: 4,2  ; IDEB_anos_finais_2015: 3,7  ; matriculas_fundamental_2017: 5.755 matrículas  ; matriculas_medio_2017: 1.103 matrículas  ; docentes_fundamental_2015: docentes  ; docentes_medio_2017: 60 docentes  ; numero_estabelecimentos_ensino_fundamental_2017: 65 escolas  ; numero_estabelecimentos_ensino_medio_2017: 3 escolas  ;  -- aba economia; pib_per_capita_2016: 6.302,48 R$  ; receitas_fontes_externas_2015: 90,8 %  ; idhm_2010: 0,565  ; receitas_realizadas_2017: 77.842,58 R$ (×1000)  ; despesas_empenhadas_2017: 74.404,09 R$ (×1000)  ; -- saude saude; mortalidade_infantil_2014: 15,97 óbitos por mil nascidos vivos  ; internacoes_diarreia_2016: 0,8 internações por mil habitantes  ; estabelecimentos_sus_2009: 14 estabelecimentos  ; -- territorio e ambiente; unidade_territorial_2017: 1.621,784 km²  ; sanitario_adequado_2010: 24,5 %  ; vias_publicas_2010: 88,8 %  ; Urbanização_publicas_2010: 2,8 %  
NOME: Bom Conselho; Código do Município: 2602100; Gentílico: conselhense; Prefeito: DANNILO CAVALCANTE VIEIRA;  --  ABA POPULAÇÃO; POPULAÇÃO: 48.336 pessoas  ; populacao_no_ultimo_censo_2010: 45.503 pessoas  ; densidade_demografica_2010: 57,44 hab/km²  ;  -- aba trabalho e rendimento; salario_medio_mensal_dos_trabalhadores_formais_2016: 1,9 salários mínimos  ; pessoal_ocupado_2016: 3.128 pessoas  ; populacao_ocupada_2016: 6,5 %  ; percentual_da_populacao_per_capita: 52,2 %  ;  -- aba educacao educacao; taxa_de_escolarizacao_de_6_14_idade_2010: 96,2 %  ; IDEB_anos_iniciais_2015: 4,5  ; IDEB_anos_finais_2015: 3,6  ; matriculas_fundamental_2017: 8.026 matrículas  ; matriculas_medio_2017: 1.530 matrículas  ; docentes_fundamental_2015: docentes  ; docentes_medio_2017: 67 docentes  ; numero_estabelecimentos_ensino_fundamental_2017: 51 escolas  ; numero_estabelecimentos_ensino_medio_2017: 3 escolas  ;  -- aba economia; pib_per_capita_2016: 9.926,26 R$  ; receitas_fontes_externas_2015: 87,7 %  ; idhm_2010: 0,563  ; receitas_realizadas_2017: 97.387,11 R$ (×1000)  ; despesas_empenhadas_2017: 105.775,57 R$ (×1000)  ; -- saude saude; mortalidade_infantil_2014: 10,51 óbitos por mil nascidos vivos  ; internacoes_diarreia_2016: 0,8 internações por mil habitantes  ; estabelecimentos_sus_2009: 14 estabelecimentos  ; -- territorio e ambiente; unidade_territorial_2017: 792,185 km²  ; sanitario_adequado_2010: 54,4 %  ; vias_publicas_2010: 74,5 %  ; Urbanização_publicas_2010: 19,6 %  
NOME: Bom Jardim; Código do Município: 2602209; Gentílico: bom-jardinense; Prefeito: JOAO FRANCISCO DE LIRA;  --  ABA POPULAÇÃO; POPULAÇÃO: 39.132 pessoas  ; populacao_no_ultimo_censo_2010: 37.826 pessoas  ; densidade_demografica_2010: 169,49 hab/km²  ;  -- aba trabalho e rendimento; salario_medio_mensal_dos_trabalhadores_formais_2016: 1,5 salários mínimos  ; pessoal_ocupado_2016: 2.213 pessoas  ; populacao_ocupada_2016: 5,7 %  ; percentual_da_populacao_per_capita: 51,8 %  ;  -- aba educacao educacao; taxa_de_escolarizacao_de_6_14_idade_2010: 97 %  ; IDEB_anos_iniciais_2015: 5  ; IDEB_anos_finais_2015: 4,2  ; matriculas_fundamental_2017: 5.163 matrículas  ; matriculas_medio_2017: 1.048 matrículas  ; docentes_fundamental_2015: docentes  ; docentes_medio_2017: 47 docentes  ; numero_estabelecimentos_ensino_fundamental_2017: 46 escolas  ; numero_estabelecimentos_ensino_medio_2017: 4 escolas  ;  -- aba economia; pib_per_capita_2016: 8.112,71 R$  ; receitas_fontes_externas_2015: 88,3 %  ; idhm_2010: 0,602  ; receitas_realizadas_2017: 72.928,45 R$ (×1000)  ; despesas_empenhadas_2017: 75.331,65 R$ (×1000)  ; -- saude saude; mortalidade_infantil_2014: 6,26 óbitos por mil nascidos vivos  ; internacoes_diarreia_2016: 0,7 internações por mil habitantes  ; estabelecimentos_sus_2009: 26 estabelecimentos  ; -- territorio e ambiente; unidade_territorial_2017: 218,433 km²  ; sanitario_adequado_2010: 22,1 %  ; vias_publicas_2010: 16,8 %  ; Urbanização_publicas_2010: 13,1 %  
NOME: Bonito; Código do Município: 2602308; Gentílico: bonitense; Prefeito: GUSTAVO ADOLFO NEVES DE ALBUQUERQUE CÉSA;  --  ABA POPULAÇÃO; POPULAÇÃO: 38.152 pessoas  ; populacao_no_ultimo_censo_2010: 37.566 pessoas  ; densidade_demografica_2010: 94,96 hab/km²  ;  -- aba trabalho e rendimento; salario_medio_mensal_dos_trabalhadores_formais_2016: 1,7 salários mínimos  ; pessoal_ocupado_2016: 2.559 pessoas  ; populacao_ocupada_2016: 6,7 %  ; percentual_da_populacao_per_capita: 52,4 %  ;  -- aba educacao educacao; taxa_de_escolarizacao_de_6_14_idade_2010: 96,7 %  ; IDEB_anos_iniciais_2015: 6,2  ; IDEB_anos_finais_2015: 5,3  ; matriculas_fundamental_2017: 6.109 matrículas  ; matriculas_medio_2017: 1.838 matrículas  ; docentes_fundamental_2015: docentes  ; docentes_medio_2017: 78 docentes  ; numero_estabelecimentos_ensino_fundamental_2017: 35 escolas  ; numero_estabelecimentos_ensino_medio_2017: 4 escolas  ;  -- aba economia; pib_per_capita_2016: 9.565,07 R$  ; receitas_fontes_externas_2015: 86,8 %  ; idhm_2010: 0,561  ; receitas_realizadas_2017: 80.127,01 R$ (×1000)  ; despesas_empenhadas_2017: 83.316,49 R$ (×1000)  ; -- saude saude; mortalidade_infantil_2014: 18,06 óbitos por mil nascidos vivos  ; internacoes_diarreia_2016: 0,3 internações por mil habitantes  ; estabelecimentos_sus_2009: 21 estabelecimentos  ; -- territorio e ambiente; unidade_territorial_2017: 390,107 km²  ; sanitario_adequado_2010: 65,4 %  ; vias_publicas_2010: 27,8 %  ; Urbanização_publicas_2010: 19,6 %  
NOME: Brejão; Código do Município: 2602407; Gentílico: brejonense; Prefeito: ELISABETH BARROS DE SANTANA;  --  ABA POPULAÇÃO; POPULAÇÃO: 8.999 pessoas  ; populacao_no_ultimo_censo_2010: 8.844 pessoas  ; densidade_demografica_2010: 55,35 hab/km²  ;  -- aba trabalho e rendimento; salario_medio_mensal_dos_trabalhadores_formais_2016: 1,6 salários mínimos  ; pessoal_ocupado_2016: 456 pessoas  ; populacao_ocupada_2016: 5,1 %  ; percentual_da_populacao_per_capita: 52 %  ;  -- aba educacao educacao; taxa_de_escolarizacao_de_6_14_idade_2010: 96,3 %  ; IDEB_anos_iniciais_2015: 5,6  ; IDEB_anos_finais_2015: -  ; matriculas_fundamental_2017: 1.721 matrículas  ; matriculas_medio_2017: 347 matrículas  ; docentes_fundamental_2015: docentes  ; docentes_medio_2017: 16 docentes  ; numero_estabelecimentos_ensino_fundamental_2017: 17 escolas  ; numero_estabelecimentos_ensino_medio_2017: 1 escolas  ;  -- aba economia; pib_per_capita_2016: 14.875,64 R$  ; receitas_fontes_externas_2015: 94,5 %  ; idhm_2010: 0,547  ; receitas_realizadas_2017: 28.469,45 R$ (×1000)  ; despesas_empenhadas_2017: 28.431,68 R$ (×1000)  ; -- saude saude; mortalidade_infantil_2014: - óbitos por mil nascidos vivos  ; internacoes_diarreia_2016: 1,6 internações por mil habitantes  ; estabelecimentos_sus_2009: 8 estabelecimentos  ; -- territorio e ambiente; unidade_territorial_2017: 159,786 km²  ; sanitario_adequado_2010: 29,8 %  ; vias_publicas_2010: 60,6 %  ; Urbanização_publicas_2010: 14,3 %  
